gid;cdate;mdate;perimeter_id;datedebut;datefin;valuecentrale;valuebatpublic;valueborneve;valuepv;valueep
4871;2022-09-03T21:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-03T21:00:00+02:00;2022-09-03T21:30:00+02:00;2450045;37000;10559;0;96086
4877;2022-09-04T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-04T04:00:00+02:00;2022-09-04T04:30:00+02:00;0;33667;528;0;92763
4879;2022-09-04T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-04T05:00:00+02:00;2022-09-04T05:30:00+02:00;1591682;32667;535;0;92293
4887;2022-09-04T14:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-04T14:00:00+02:00;2022-09-04T14:30:00+02:00;2194539;40333;21541;0;0
4888;2022-09-04T15:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-04T15:00:00+02:00;2022-09-04T15:30:00+02:00;2019504;39667;4695;0;0
4889;2022-09-04T17:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-04T17:30:00+02:00;2022-09-04T18:00:00+02:00;1956852;39000;14201;0;0
4891;2022-09-04T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-04T18:30:00+02:00;2022-09-04T19:00:00+02:00;2111248;36667;10498;0;0
4892;2022-09-04T19:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-04T19:00:00+02:00;2022-09-04T19:30:00+02:00;2259595;38333;8993;0;0
4893;2022-09-04T19:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-04T19:30:00+02:00;2022-09-04T20:00:00+02:00;2358538;39000;10184;0;0
4895;2022-09-04T23:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-04T23:00:00+02:00;2022-09-04T23:30:00+02:00;0;38000;528;0;105199
4899;2022-09-05T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-05T03:30:00+02:00;2022-09-05T04:00:00+02:00;0;36000;10539;0;92250
4908;2022-09-05T10:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-05T10:00:00+02:00;2022-09-05T10:30:00+02:00;2387440;80333;527;0;0
4911;2022-09-05T12:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-05T12:00:00+02:00;2022-09-05T12:30:00+02:00;2698405;74333;22629;0;0
4912;2022-09-05T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-09-05T12:30:00+02:00;2022-09-05T13:00:00+02:00;2876903;74000;28343;0;0
3964;2022-07-25T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-25T16:00:00+02:00;2022-07-25T16:30:00+02:00;2380962;43667;2065;11868;0
3965;2022-07-25T17:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-25T17:00:00+02:00;2022-07-25T17:30:00+02:00;2288510;36667;542;13920;0
3966;2022-07-25T17:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-25T17:30:00+02:00;2022-07-25T18:00:00+02:00;2340360;38000;543;13023;0
3969;2022-07-25T19:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-25T19:00:00+02:00;2022-07-25T19:30:00+02:00;2525056;33000;36296;3357;0
3971;2022-07-25T21:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-25T21:30:00+02:00;2022-07-25T22:00:00+02:00;2412635;32667;2961;0;31360
3973;2022-07-25T23:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-25T23:00:00+02:00;2022-07-25T23:30:00+02:00;0;32667;536;0;104761
3978;2022-07-26T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-26T05:00:00+02:00;2022-07-26T05:30:00+02:00;1710961;36333;531;0;89655
3980;2022-07-26T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-26T08:30:00+02:00;2022-07-26T09:00:00+02:00;2112225;42333;531;3693;0
3983;2022-07-26T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-26T11:00:00+02:00;2022-07-26T11:30:00+02:00;2363510;51333;532;9715;0
3985;2022-07-26T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-26T12:30:00+02:00;2022-07-26T13:00:00+02:00;2632821;46000;13933;15312;0
3987;2022-07-26T14:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-26T14:30:00+02:00;2022-07-26T15:00:00+02:00;2448062;44333;9857;12100;0
3990;2022-07-26T18:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-26T18:00:00+02:00;2022-07-26T18:30:00+02:00;2314734;39000;22525;9331;0
3991;2022-07-26T20:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-26T20:00:00+02:00;2022-07-26T20:30:00+02:00;2433533;33000;540;6120;0
3993;2022-07-26T21:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-26T21:30:00+02:00;2022-07-26T22:00:00+02:00;2315460;32667;528;0;33888
3997;2022-07-27T03:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-27T03:00:00+02:00;2022-07-27T03:30:00+02:00;0;35667;531;0;90437
3998;2022-07-27T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-27T04:00:00+02:00;2022-07-27T04:30:00+02:00;0;36000;534;0;90643
4001;2022-07-27T06:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-27T06:00:00+02:00;2022-07-27T06:30:00+02:00;1691443;37000;533;0;66111
4003;2022-07-27T09:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-27T09:00:00+02:00;2022-07-27T09:30:00+02:00;2183644;45667;5809;4333;0
4009;2022-07-27T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-27T16:00:00+02:00;2022-07-27T16:30:00+02:00;2166861;51667;537;26492;0
4013;2022-07-27T19:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-27T19:00:00+02:00;2022-07-27T19:30:00+02:00;2329755;36667;542;15356;0
4017;2022-07-27T22:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-27T22:30:00+02:00;2022-07-27T23:00:00+02:00;2536560;37000;534;0;108764
4018;2022-07-27T23:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-27T23:30:00+02:00;2022-07-28T00:00:00+02:00;0;35000;527;0;101355
4019;2022-07-28T00:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-28T00:00:00+02:00;2022-07-28T00:30:00+02:00;0;36000;526;0;99947
4020;2022-07-28T01:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-28T01:00:00+02:00;2022-07-28T01:30:00+02:00;0;31333;2807;0;94501
4022;2022-07-28T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-28T03:30:00+02:00;2022-07-28T04:00:00+02:00;0;31000;533;0;90695
4023;2022-07-28T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-28T05:00:00+02:00;2022-07-28T05:30:00+02:00;1732538;34000;531;0;90799
4024;2022-07-28T05:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-28T05:30:00+02:00;2022-07-28T06:00:00+02:00;1733736;34667;12901;0;90709
4027;2022-07-28T10:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-28T10:00:00+02:00;2022-07-28T10:30:00+02:00;2390628;43333;17077;8113;0
4029;2022-07-28T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-28T11:00:00+02:00;2022-07-28T11:30:00+02:00;2408079;49000;32617;15175;0
4035;2022-07-28T14:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-28T14:30:00+02:00;2022-07-28T15:00:00+02:00;2453705;49667;18247;26692;0
4036;2022-07-28T15:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-28T15:00:00+02:00;2022-07-28T15:30:00+02:00;2403853;49667;14285;28639;0
4040;2022-07-28T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-07-28T18:30:00+02:00;2022-07-28T19:00:00+02:00;2400247;34333;10175;17011;0
14841;2023-02-11T20:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-11T20:00:00+01:00;2023-02-11T20:30:00+01:00;3966447;55500;8424;0;106006
14847;2023-02-12T03:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-12T03:00:00+01:00;2023-02-12T03:30:00+01:00;0;69000;958;0;75887
14849;2023-02-12T05:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-12T05:00:00+01:00;2023-02-12T05:30:00+01:00;2840118;63000;14740;0;76614
14851;2023-02-12T08:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-12T08:00:00+01:00;2023-02-12T08:30:00+01:00;3103350;60000;528;0;73407
14856;2023-02-12T12:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-12T12:30:00+01:00;2023-02-12T13:00:00+01:00;3322126;57000;526;10414;0
14859;2023-02-12T17:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-12T17:00:00+01:00;2023-02-12T17:30:00+01:00;2809475;62000;4712;2012;0
14871;2023-02-13T04:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-13T04:00:00+01:00;2023-02-13T04:30:00+01:00;0;40000;534;0;76016
14872;2023-02-13T05:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-13T05:00:00+01:00;2023-02-13T05:30:00+01:00;3300489;38000;530;0;76209
14873;2023-02-13T05:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-13T05:30:00+01:00;2023-02-13T06:00:00+01:00;3362798;42000;530;0;99684
14885;2023-02-13T17:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-13T17:30:00+01:00;2023-02-13T18:00:00+01:00;3269443;51000;526;618;520
14888;2023-02-13T19:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-13T19:30:00+01:00;2023-02-13T20:00:00+01:00;4434302;38000;65340;0;115973
14889;2023-02-13T20:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-13T20:30:00+01:00;2023-02-13T21:00:00+01:00;4351267;36000;6116;0;115769
14890;2023-02-13T22:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-13T22:00:00+01:00;2023-02-13T22:30:00+01:00;3901506;39000;524;0;116102
14893;2023-02-13T23:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-13T23:30:00+01:00;2023-02-14T00:00:00+01:00;0;37000;524;0;100159
14896;2023-02-14T01:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T01:30:00+01:00;2023-02-14T02:00:00+01:00;0;34000;528;0;68820
14898;2023-02-14T02:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T02:30:00+01:00;2023-02-14T03:00:00+01:00;0;36000;526;0;68786
14900;2023-02-14T03:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T03:30:00+01:00;2023-02-14T04:00:00+01:00;0;37000;528;0;69024
14901;2023-02-14T04:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T04:30:00+01:00;2023-02-14T05:00:00+01:00;0;37000;520;0;69154
14904;2023-02-14T08:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T08:00:00+01:00;2023-02-14T08:30:00+01:00;4054642;61000;21846;0;49734
14905;2023-02-14T08:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T08:30:00+01:00;2023-02-14T09:00:00+01:00;4145240;70000;19392;14;0
14906;2023-02-14T09:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T09:00:00+01:00;2023-02-14T09:30:00+01:00;4205642;69000;11890;488;0
14907;2023-02-14T10:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T10:00:00+01:00;2023-02-14T10:30:00+01:00;4119124;71000;32194;2634;0
14908;2023-02-14T10:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T10:30:00+01:00;2023-02-14T11:00:00+01:00;4113953;68000;11072;4054;0
14909;2023-02-14T11:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T11:30:00+01:00;2023-02-14T12:00:00+01:00;3915551;75000;524;7860;0
14912;2023-02-14T13:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T13:30:00+01:00;2023-02-14T14:00:00+01:00;3731860;66000;8708;10386;0
14913;2023-02-14T14:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T14:30:00+01:00;2023-02-14T15:00:00+01:00;3123288;65000;7148;7620;0
14914;2023-02-14T15:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T15:00:00+01:00;2023-02-14T15:30:00+01:00;3258041;69000;6836;6186;0
14915;2023-02-14T15:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T15:30:00+01:00;2023-02-14T16:00:00+01:00;3010072;65000;5348;6806;0
14917;2023-02-14T17:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T17:00:00+01:00;2023-02-14T17:30:00+01:00;2920257;52000;526;2738;0
14919;2023-02-14T20:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T20:30:00+01:00;2023-02-14T21:00:00+01:00;4011979;37000;9764;0;108350
14923;2023-02-14T23:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-14T23:30:00+01:00;2023-02-15T00:00:00+01:00;0;40000;526;0;93466
14924;2023-02-15T00:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-15T00:30:00+01:00;2023-02-15T01:00:00+01:00;0;40000;522;0;99875
14927;2023-02-15T03:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-15T03:00:00+01:00;2023-02-15T03:30:00+01:00;0;40000;534;0;76069
16246;2023-04-11T02:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-11T02:30:00+02:00;2023-04-11T03:00:00+02:00;0;41000;6960;0;68918
16249;2023-04-11T06:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-11T06:30:00+02:00;2023-04-11T07:00:00+02:00;1746207;52000;100;0;92874
16254;2023-04-11T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-11T10:30:00+02:00;2023-04-11T11:00:00+02:00;2421890;74000;18608;4532;0
16255;2023-04-11T12:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-11T12:00:00+02:00;2023-04-11T12:30:00+02:00;2381889;84000;33080;10602;0
16257;2023-04-11T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-11T16:00:00+02:00;2023-04-11T16:30:00+02:00;1752758;49000;18400;12372;0
16262;2023-04-11T20:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-11T20:00:00+02:00;2023-04-11T20:30:00+02:00;2304477;44000;128;710;0
16263;2023-04-11T21:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-11T21:30:00+02:00;2023-04-11T22:00:00+02:00;2365687;46000;124;0;109098
16268;2023-04-12T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-12T04:00:00+02:00;2023-04-12T04:30:00+02:00;0;36000;21424;0;69558
16270;2023-04-12T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-12T05:00:00+02:00;2023-04-12T05:30:00+02:00;1500018;36000;96;0;70712
16271;2023-04-12T06:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-12T06:00:00+02:00;2023-04-12T06:30:00+02:00;1578997;37000;96;0;92686
16272;2023-04-12T06:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-12T06:30:00+02:00;2023-04-12T07:00:00+02:00;1617029;39000;96;0;93000
16278;2023-04-12T14:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-12T14:00:00+02:00;2023-04-12T14:30:00+02:00;2708245;61000;96;4830;0
16279;2023-04-12T15:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-12T15:00:00+02:00;2023-04-12T15:30:00+02:00;2241038;50000;100;6278;0
16284;2023-04-12T20:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-12T20:30:00+02:00;2023-04-12T21:00:00+02:00;2624053;42000;4084;134;0
16285;2023-04-12T21:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-12T21:00:00+02:00;2023-04-12T21:30:00+02:00;2680527;41000;96;0;46198
16288;2023-04-13T01:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-13T01:00:00+02:00;2023-04-13T01:30:00+02:00;0;38000;96;0;91688
16289;2023-04-13T01:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-13T01:30:00+02:00;2023-04-13T02:00:00+02:00;0;33000;96;0;69766
16291;2023-04-13T02:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-13T02:30:00+02:00;2023-04-13T03:00:00+02:00;0;38000;96;0;69200
16294;2023-04-13T04:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-13T04:30:00+02:00;2023-04-13T05:00:00+02:00;0;35000;96;0;69614
16297;2023-04-13T06:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-13T06:30:00+02:00;2023-04-13T07:00:00+02:00;1901154;44000;96;0;93216
16304;2023-04-13T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-13T13:00:00+02:00;2023-04-13T13:30:00+02:00;2769776;70000;2068;13298;0
16305;2023-04-13T14:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-13T14:00:00+02:00;2023-04-13T14:30:00+02:00;2690114;68000;96;8288;0
16309;2023-04-13T19:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-13T19:30:00+02:00;2023-04-13T20:00:00+02:00;2841505;41000;25008;670;0
16314;2023-04-14T03:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-14T03:00:00+02:00;2023-04-14T03:30:00+02:00;0;37000;96;0;69186
16315;2023-04-14T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-14T03:30:00+02:00;2023-04-14T04:00:00+02:00;0;33000;96;0;69384
16318;2023-04-14T09:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-14T09:00:00+02:00;2023-04-14T09:30:00+02:00;2557782;63000;104;376;0
16323;2023-04-14T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-14T13:00:00+02:00;2023-04-14T13:30:00+02:00;2815254;70000;5000;6962;0
16324;2023-04-14T13:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-14T13:30:00+02:00;2023-04-14T14:00:00+02:00;2715886;50000;100;6158;0
16325;2023-04-14T14:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-14T14:30:00+02:00;2023-04-14T15:00:00+02:00;2598023;48000;6484;3916;0
17553;2023-06-05T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-05T18:30:00+02:00;2023-06-05T19:00:00+02:00;2177607;52000;496;6744;0
17556;2023-06-05T20:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-05T20:30:00+02:00;2023-06-05T21:00:00+02:00;2127236;39000;484;1774;0
17561;2023-06-06T20:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-06T20:00:00+02:00;2023-06-06T20:30:00+02:00;2208511;37000;8202;2950;0
17563;2023-06-06T21:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-06T21:00:00+02:00;2023-06-06T21:30:00+02:00;2189737;40000;34304;1646;0
17565;2023-06-12T00:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-12T00:30:00+02:00;2023-06-12T01:00:00+02:00;0;35000;2738;0;91546
17566;2023-06-12T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-12T02:00:00+02:00;2023-06-12T02:30:00+02:00;0;38000;2718;0;68484
17568;2023-06-12T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-12T03:30:00+02:00;2023-06-12T04:00:00+02:00;0;40000;2716;0;68218
17572;2023-06-12T06:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-12T06:00:00+02:00;2023-06-12T06:30:00+02:00;1398790;34000;530;0;48860
17574;2023-06-12T07:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-12T07:00:00+02:00;2023-06-12T07:30:00+02:00;1556284;49000;520;1080;0
17576;2023-06-12T08:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-12T08:00:00+02:00;2023-06-12T08:30:00+02:00;1937318;45000;526;5418;0
17577;2023-06-12T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-12T13:00:00+02:00;2023-06-12T13:30:00+02:00;2632538;72000;522;10892;0
17578;2023-06-12T14:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-12T14:00:00+02:00;2023-06-12T14:30:00+02:00;2438956;71000;526;9554;0
17581;2023-06-12T18:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-12T18:00:00+02:00;2023-06-12T18:30:00+02:00;1738939;46000;4058;18570;0
17582;2023-06-12T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-12T18:30:00+02:00;2023-06-12T19:00:00+02:00;1827287;48000;5926;7998;0
17586;2023-06-12T22:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-12T22:30:00+02:00;2023-06-12T23:00:00+02:00;1939351;39000;550;0;100738
17589;2023-06-13T09:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-13T09:00:00+02:00;2023-06-13T09:30:00+02:00;1784099;75000;524;430;0
17590;2023-06-13T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-13T09:30:00+02:00;2023-06-13T10:00:00+02:00;1801267;83000;526;1214;0
17591;2023-06-13T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-13T10:30:00+02:00;2023-06-13T11:00:00+02:00;1859200;99000;526;4326;0
17592;2023-06-13T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-13T11:00:00+02:00;2023-06-13T11:30:00+02:00;1994470;83000;524;5020;0
17595;2023-06-13T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-13T12:30:00+02:00;2023-06-13T13:00:00+02:00;2194345;67000;4314;6010;0
17597;2023-06-13T15:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-13T15:30:00+02:00;2023-06-13T16:00:00+02:00;1924260;62000;532;11666;0
17598;2023-06-13T17:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-13T17:00:00+02:00;2023-06-13T17:30:00+02:00;2066422;50000;4314;13296;0
17600;2023-06-13T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-13T18:30:00+02:00;2023-06-13T19:00:00+02:00;2096003;50000;532;3032;0
17602;2023-06-13T20:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-13T20:30:00+02:00;2023-06-13T21:00:00+02:00;2360379;38000;9278;2398;0
17605;2023-06-13T23:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-13T23:30:00+02:00;2023-06-14T00:00:00+02:00;0;36000;540;0;98684
17609;2023-06-14T02:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-14T02:30:00+02:00;2023-06-14T03:00:00+02:00;0;39000;530;0;61420
17610;2023-06-14T03:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-14T03:00:00+02:00;2023-06-14T03:30:00+02:00;0;36000;524;0;61068
17611;2023-06-14T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-14T03:30:00+02:00;2023-06-14T04:00:00+02:00;0;32000;522;0;61082
17619;2023-06-14T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-14T09:30:00+02:00;2023-06-14T10:00:00+02:00;2160859;42000;10320;8478;0
17624;2023-06-14T16:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-14T16:30:00+02:00;2023-06-14T17:00:00+02:00;2006172;47000;542;16688;0
17625;2023-06-14T18:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-14T18:00:00+02:00;2023-06-14T18:30:00+02:00;1986588;44000;13416;11374;0
17627;2023-06-14T19:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-14T19:30:00+02:00;2023-06-14T20:00:00+02:00;2218781;40000;8040;4782;0
17631;2023-06-14T22:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-14T22:30:00+02:00;2023-06-14T23:00:00+02:00;1482704;39000;526;0;92286
17633;2023-06-15T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-15T03:30:00+02:00;2023-06-15T04:00:00+02:00;0;34000;4426;0;67878
17636;2023-06-15T06:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-15T06:30:00+02:00;2023-06-15T07:00:00+02:00;1341057;44000;4428;0;0
17639;2023-06-15T08:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-15T08:00:00+02:00;2023-06-15T08:30:00+02:00;1782601;60000;4414;1916;0
